FIRST,SECOND,THIRD,FOURTH,FIFTH,NEAR_FIRST,TWO,THREE
,,,,210558,,,
,,,,388771,,,
,,,,435450,,,
,,,,523871,,,
,,,,616945,,,
,,,,652316,,,
,,,,750035,,,
,,,,912107,,,
,,,,015753,,,
,,,,123113,,,
,,,,236004,,,
,,,,392115,,,
,,,,436834,,,
,,,,529185,,,
,,,,618693,,,
,,,,660267,,,
,,,,757921,,,
,,,,919934,,,
,,,,021561,,,
,,,,133011,,,
,,,,258261,,,
,,,,394840,,,
,,,,440886,,,
,,,,530643,,,
,,,,619502,,,
,,,,679761,,,
,,,,785199,,,
,,,,922123,,,
,,,,022669,,,
,,,,153676,,,
,,,,260733,,,
,,,,396497,,,
,,,,442609,,,
,,,,540181,,,
,,,,619800,,,
,,,,689057,,,
,,,,786332,,,
,,,,924385,,,
,,,,032370,,,
,,,,160694,,,
,,,,284662,,,
,,,,399776,,,
,,,,462117,,,
,,,,558071,,,
,,,,621453,,,
,,,,695911,,,
,,,,805743,,,
,,,,938883,,,
,,,,044057,,,
,,,,167707,,,
,,,,301480,,,
,,,,408055,,,
,,,,472585,,,
,,,,567527,,,
,,,,622247,,,
,,,,708285,,,
,,,,865616,,,
,,,,947298,,,
,,,,046957,,,
,,,,172110,,,
,,,,314546,,,
,,,,414337,,,
,,,,488364,,,
,,,,572757,,,
,,,,622581,,,
,,,,710506,,,
,,,,869195,,,
,,,,951707,,,
,,,,059910,,,
,,,,186376,,,
,,,,324939,,,
,,,,417922,,,
,,,,511476,,,
,,,,579286,,,
,,,,627342,,,
,,,,722788,,,
,,,,870716,,,
,,,,958275,,,
,,,,084071,,,
,,,,189480,,,
,,,,365698,,,
,,,,418517,,,
,,,,512234,,,
,,,,586732,,,
,,,,636950,,,
,,,,732899,,,
,,,,872892,,,
,,,,964059,,,
,,,,099148,,,
,,,,202691,,,
,,,,366605,,,
,,,,427539,,,
,,,,521683,,,
,,,,599641,,,
,,,,646888,,,
,,,,742925,,,
,,,,881062,,,
,,,,989853,,,
,,,,008822,,,
,,,,009313,,,
,,,,017717,,,
,,,,041675,,,
,,,,050936,,,
,,,,056570,,,
,,,,067686,,,
,,,,101502,,,
,,,,117824,,,
,,,,125445,,,
,,,,125935,,,
,,,,126590,,,
,,,,129217,,,
,,,,135441,,,
,,,,147164,,,
,,,,148116,,,
,,,,154869,,,
,,,,163316,,,
,,,,166027,,,
,,,,180591,,,
,,,,181453,,,
,,,,195264,,,
,,,,206668,,,
,,,,225266,,,
,,,,233478,,,
,,,,237774,,,
,,,,248237,,,
,,,,256918,,,
,,,,262743,,,
,,,,279911,,,
,,,,281163,,,
,,,,287904,,,
,,,,288534,,,
,,,,290540,,,
,,,,291138,,,
,,,,321556,,,
,,,,323510,,,
,,,,326297,,,
,,,,329667,,,
,,,,345127,,,
,,,,347025,,,
,,,,347651,,,
,,,,349956,,,
,,,,365621,,,
,,,,387520,,,
,,,,390532,,,
,,,,402314,,,
,,,,403187,,,
,,,,406448,,,
,,,,410314,,,
,,,,422182,,,
,,,,427490,,,
,,,,430048,,,
,,,,433179,,,
,,,,466333,,,
,,,,477457,,,
,,,,497636,,,
,,,,508329,,,
,,,,510359,,,
,,,,514891,,,
,,,,518465,,,
,,,,520140,,,
,,,,530201,,,
,,,,532557,,,
,,,,551229,,,
,,,,565592,,,
,,,,614322,,,
,,,,624128,,,
,,,,664854,,,
,,,,673754,,,
,,,,673933,,,
,,,,675234,,,
,,,,681518,,,
,,,,693776,,,
,,,,707676,,,
,,,,709851,,,
,,,,710244,,,
,,,,725282,,,
,,,,741790,,,
,,,,760025,,,
,,,,762124,,,
,,,,794838,,,
,,,,805145,,,
,,,,820750,,,
,,,,824807,,,
,,,,832387,,,
,,,,835926,,,
,,,,846298,,,
,,,,855084,,,
,,,,865894,,,
,,,,898375,,,
,,,,917756,,,
,,,,928224,,,
,,,,937381,,,
,,,,943240,,,
,,,,947206,,,
,,,,951008,,,
,,,,982696,,,
,,,,991673,,,
,,,,996900,,,
,,,,019146,,,
,,,,120898,,,
,,,,254454,,,
,,,,320080,,,
,,,,434072,,,
,,,,533189,,,
,,,,616337,,,
,,,,706704,,,
,,,,778985,,,
,,,,926671,,,
,,,,021967,,,
,,,,121007,,,
,,,,258848,,,
,,,,332538,,,
,,,,452729,,,
,,,,542696,,,
,,,,621129,,,
,,,,721764,,,
,,,,789409,,,
,,,,940143,,,
,,,,030301,,,
,,,,123222,,,
,,,,269680,,,
,,,,334619,,,
,,,,462354,,,
,,,,547011,,,
,,,,630521,,,
,,,,726944,,,
,,,,807063,,,
,,,,949766,,,
,,,,038811,,,
,,,,158194,,,
,,,,270741,,,
,,,,335611,,,
,,,,467189,,,
,,,,552306,,,
,,,,631438,,,
,,,,727899,,,
,,,,809720,,,
,,,,954623,,,
,,,,050057,,,
,,,,159118,,,
,,,,279250,,,
,,,,348366,,,
,,,,468694,,,
,,,,557184,,,
,,,,644556,,,
,,,,740457,,,
,,,,817159,,,
,,,,958492,,,
,,,,056840,,,
,,,,175621,,,
,,,,287410,,,
,,,,416255,,,
,,,,478820,,,
,,,,558423,,,
,,,,663265,,,
,,,,754118,,,
,,,,822012,,,
,,,,967147,,,
,,,,057131,,,
,,,,185637,,,
,,,,289025,,,
,,,,419080,,,
,,,,481964,,,
,,,,565664,,,
,,,,682878,,,
,,,,754139,,,
,,,,823439,,,
,,,,968593,,,
,,,,065160,,,
,,,,204926,,,
,,,,292086,,,
,,,,425197,,,
,,,,505068,,,
,,,,573068,,,
,,,,683060,,,
,,,,772831,,,
,,,,850584,,,
,,,,996129,,,
,,,,070640,,,
,,,,237427,,,
,,,,296283,,,
,,,,426284,,,
,,,,519461,,,
,,,,574372,,,
,,,,690891,,,
,,,,774824,,,
,,,,880830,,,
,,,,997513,,,
,,,,079922,,,
,,,,253511,,,
,,,,305712,,,
,,,,432090,,,
,,,,520214,,,
,,,,603185,,,
,,,,703560,,,
,,,,777693,,,
,,,,899668,,,
,,,,998663,,,
,,,,003702,,,
,,,,006716,,,
,,,,025878,,,
,,,,028206,,,
,,,,030327,,,
,,,,033043,,,
,,,,039982,,,
,,,,045891,,,
,,,,050755,,,
,,,,051952,,,
,,,,081403,,,
,,,,085651,,,
,,,,085750,,,
,,,,117010,,,
,,,,133222,,,
,,,,139259,,,
,,,,151520,,,
,,,,160304,,,
,,,,163569,,,
,,,,174513,,,
,,,,195339,,,
,,,,206838,,,
,,,,259875,,,
,,,,260202,,,
,,,,260457,,,
,,,,265407,,,
,,,,266783,,,
,,,,268578,,,
,,,,279811,,,
,,,,282553,,,
,,,,298102,,,
,,,,303098,,,
,,,,306124,,,
,,,,308411,,,
,,,,308807,,,
,,,,311589,,,
,,,,322444,,,
,,,,326315,,,
,,,,333931,,,
,,,,344616,,,
,,,,344977,,,
,,,,365823,,,
,,,,371914,,,
,,,,382825,,,
,,,,398450,,,
,,,,409550,,,
,,,,431080,,,
,,,,434722,,,
,,,,454193,,,
,,,,455269,,,
,,,,455923,,,
,,,,466330,,,
,,,,475702,,,
,,,,480010,,,
,,,,484545,,,
,,,,486629,,,
,,,,513624,,,
,,,,527190,,,
,,,,533798,,,
,,,,538038,,,
,,,,543969,,,
,,,,547116,,,
,,,,549687,,,
,,,,558215,,,
,,,,566744,,,
,,,,568800,,,
,,,,575341,,,
,,,,578409,,,
,,,,585679,,,
,,,,586306,,,
,,,,633171,,,
,,,,637184,,,
,,,,668149,,,
,,,,673646,,,
,,,,682848,,,
,,,,687586,,,
,,,,708439,,,
,,,,716818,,,
,,,,717015,,,
,,,,755445,,,
,,,,760125,,,
,,,,772419,,,
,,,,778791,,,
,,,,798582,,,
,,,,831822,,,
,,,,836234,,,
,,,,844954,,,
,,,,849736,,,
,,,,855824,,,
,,,,873219,,,
,,,,881018,,,
,,,,888691,,,
,,,,890996,,,
,,,,899923,,,
,,,,904347,,,
,,,,917535,,,
,,,,931010,,,
,,,,958682,,,
,,,,969824,,,
,,,,989669,,,
,,,,003493,,,
,,,,109006,,,
,,,,206709,,,
,,,,315948,,,
,,,,400546,,,
,,,,524489,,,
,,,,638033,,,
,,,,704190,,,
,,,,822831,,,
,,,,887736,,,
,,,,013343,,,
,,,,114053,,,
,,,,217629,,,
,,,,319875,,,
,,,,401452,,,
,,,,550691,,,
,,,,648637,,,
,,,,728819,,,
,,,,826688,,,
,,,,893522,,,
,,,,014589,,,
,,,,123082,,,
,,,,217990,,,
,,,,326719,,,
,,,,403643,,,
,,,,562111,,,
,,,,659899,,,
,,,,763716,,,
,,,,836526,,,
,,,,911845,,,
,,,,023730,,,
,,,,130055,,,
,,,,230991,,,
,,,,349705,,,
,,,,405302,,,
,,,,573675,,,
,,,,663193,,,
,,,,772810,,,
,,,,842449,,,
,,,,935166,,,
,,,,024166,,,
,,,,137576,,,
,,,,246867,,,
,,,,350317,,,
,,,,413823,,,
,,,,577149,,,
,,,,670142,,,
,,,,793473,,,
,,,,843474,,,
,,,,947971,,,
,,,,044897,,,
,,,,148292,,,
,,,,246977,,,
,,,,365035,,,
,,,,440561,,,
,,,,579178,,,
,,,,675736,,,
,,,,798629,,,
,,,,848411,,,
,,,,954917,,,
,,,,071759,,,
,,,,153149,,,
,,,,257612,,,
,,,,365107,,,
,,,,446879,,,
,,,,583527,,,
,,,,678665,,,
,,,,800434,,,
,,,,869448,,,
,,,,962277,,,
,,,,087910,,,
,,,,178016,,,
,,,,258579,,,
,,,,371867,,,
,,,,466018,,,
,,,,597123,,,
,,,,683249,,,
,,,,809822,,,
,,,,871835,,,
,,,,970411,,,
,,,,092075,,,
,,,,180325,,,
,,,,281506,,,
,,,,386331,,,
,,,,486841,,,
,,,,609517,,,
,,,,692168,,,
,,,,811825,,,
,,,,882812,,,
,,,,986728,,,
,,,,103415,,,
,,,,189677,,,
,,,,309592,,,
,,,,397796,,,
,,,,502616,,,
,,,,630347,,,
,,,,693765,,,
,,,,818361,,,
,,,,887628,,,
,,,,998242,,,
,,,,590588,,,
,,,,050706,,,
,,,,496235,,,
,,,,322646,,,
,,,,651220,,,
,,,,221880,,,
,,,,764024,,,
,,,,881441,,,
,,,,486027,,,
,,,,728453,,,
,,,,347346,,,
,,,,887601,,,
,,,,813462,,,
,,,,607336,,,
,,,,702392,,,
,,,,128495,,,
,,,,282045,,,
,,,,345306,,,
,,,,831840,,,
,,,,128744,,,
,,,,706409,,,
,,,,669314,,,
,,,,111914,,,
,,,,035408,,,
,,,,421442,,,
,,,,637181,,,
,,,,087495,,,
,,,,380919,,,
,,,,652709,,,
,,,,010435,,,
,,,,776555,,,
,,,,957172,,,
,,,,819195,,,
,,,,950753,,,
,,,,496584,,,
,,,,342615,,,
,,,,349815,,,
,,,,888842,,,
,,,,116555,,,
,,,,217809,,,
,,,,309293,,,
,,,,908474,,,
,,,,062520,,,
,,,,748323,,,
,,,,488650,,,
,,,,721808,,,
,,,,550492,,,
,,,,400470,,,
,,,,808297,,,
,,,,296035,,,
,,,,338747,,,
,,,,724759,,,
,,,,349597,,,
,,,,149073,,,
,,,,938118,,,
,,,,608890,,,
,,,,075688,,,
,,,,711841,,,
,,,,248150,,,
,,,,983251,,,
,,,,576445,,,
,,,,684620,,,
,,,,899563,,,
,,,,172439,,,
,,,,060624,,,
,,,,799145,,,
,,,,371336,,,
,,,,594379,,,
,,,,429257,,,
,,,,805883,,,
,,,,039529,,,
,,,,297879,,,
,,,,084173,,,
,,,,354379,,,
,,,,455496,,,
,,,,248544,,,
,,,,616296,,,
,,,,430160,,,
,,,,768421,,,
,,,,252711,,,
,,,,620253,,,
,,,,758445,,,
,,,,386591,,,
,,,,384828,,,
,,,,541191,,,
,,,,020184,,,
,,,,010309,,,
,,,,732690,,,
,,,,569006,,,
,,,,184837,,,
,,,,519165,,,
,,,,127646,,,
,,,,699383,,,
,,,,896719,,,
,,,,590574,,,
,,,,108761,,,
,,,,459592,,,
,,,,913889,,,
,,,,420829,,,
,,,,038662,,,
,,,,004542,,,
,,,,119685,,,
,,,,215312,,,
,,,,278211,,,
,,,,412185,,,
,,,,486214,,,
,,,,579639,,,
,,,,701359,,,
,,,,803145,,,
,,,,901642,,,
,,,,011881,,,
,,,,121843,,,
,,,,216595,,,
,,,,313355,,,
,,,,412491,,,
,,,,490960,,,
,,,,580982,,,
,,,,721296,,,
,,,,805934,,,
,,,,906201,,,
,,,,020848,,,
,,,,145892,,,
,,,,228621,,,
,,,,321467,,,
,,,,415211,,,
,,,,496703,,,
,,,,614455,,,
,,,,727633,,,
,,,,828043,,,
,,,,912377,,,
,,,,043916,,,
,,,,154298,,,
,,,,229405,,,
,,,,332078,,,
,,,,426576,,,
,,,,515299,,,
,,,,621656,,,
,,,,731318,,,
,,,,846795,,,
,,,,921333,,,
,,,,058262,,,
,,,,157048,,,
,,,,239982,,,
,,,,358071,,,
,,,,439224,,,
,,,,528746,,,
,,,,626959,,,
,,,,747103,,,
,,,,852948,,,
,,,,926032,,,
,,,,078513,,,
,,,,191956,,,
,,,,240340,,,
,,,,366687,,,
,,,,445079,,,
,,,,547255,,,
,,,,638672,,,
,,,,756616,,,
,,,,855410,,,
,,,,945500,,,
,,,,079114,,,
,,,,195122,,,
,,,,241836,,,
,,,,370066,,,
,,,,445509,,,
,,,,552815,,,
,,,,640020,,,
,,,,760273,,,
,,,,863969,,,
,,,,947414,,,
,,,,086928,,,
,,,,197405,,,
,,,,242720,,,
,,,,383400,,,
,,,,447211,,,
,,,,573463,,,
,,,,666160,,,
,,,,784309,,,
,,,,868301,,,
,,,,956464,,,
,,,,087218,,,
,,,,197832,,,
,,,,267615,,,
,,,,385052,,,
,,,,450927,,,
,,,,574880,,,
,,,,668807,,,
,,,,792177,,,
,,,,874948,,,
,,,,985091,,,
,,,,108532,,,
,,,,209587,,,
,,,,274705,,,
,,,,406146,,,
,,,,455931,,,
,,,,578497,,,
,,,,685598,,,
,,,,799017,,,
,,,,885322,,,
,,,,986555,,,
,,,,004275,,,
,,,,091801,,,
,,,,145587,,,
,,,,222871,,,
,,,,361324,,,
,,,,474547,,,
,,,,608564,,,
,,,,729729,,,
,,,,833898,,,
,,,,895590,,,
,,,,009471,,,
,,,,095378,,,
,,,,147341,,,
,,,,264024,,,
,,,,362094,,,
,,,,483409,,,
,,,,625368,,,
,,,,733423,,,
,,,,834311,,,
,,,,895678,,,
,,,,014221,,,
,,,,106942,,,
,,,,153383,,,
,,,,270874,,,
,,,,382377,,,
,,,,486484,,,
,,,,632108,,,
,,,,748153,,,
,,,,836125,,,
,,,,903804,,,
,,,,018637,,,
,,,,112470,,,
,,,,155601,,,
,,,,282771,,,
,,,,402069,,,
,,,,491854,,,
,,,,633599,,,
,,,,773325,,,
,,,,842041,,,
,,,,907636,,,
,,,,049459,,,
,,,,120830,,,
,,,,156041,,,
,,,,301116,,,
,,,,408259,,,
,,,,513353,,,
,,,,644463,,,
,,,,774469,,,
,,,,846564,,,
,,,,908004,,,
,,,,062646,,,
,,,,121014,,,
,,,,166844,,,
,,,,301705,,,
,,,,414607,,,
,,,,526900,,,
,,,,652808,,,
,,,,775391,,,
,,,,847933,,,
,,,,923180,,,
,,,,063425,,,
,,,,125972,,,
,,,,170489,,,
,,,,311063,,,
,,,,415473,,,
,,,,533874,,,
,,,,663268,,,
,,,,786664,,,
,,,,851414,,,
,,,,939507,,,
,,,,064147,,,
,,,,133557,,,
,,,,202996,,,
,,,,317074,,,
,,,,434668,,,
,,,,597634,,,
,,,,669840,,,
,,,,791129,,,
,,,,854312,,,
,,,,959293,,,
,,,,067652,,,
,,,,139046,,,
,,,,217790,,,
,,,,325226,,,
,,,,457028,,,
,,,,598084,,,
,,,,675531,,,
,,,,817852,,,
,,,,857899,,,
,,,,983020,,,
,,,,089808,,,
,,,,140547,,,
,,,,222308,,,
,,,,356785,,,
,,,,472456,,,
,,,,600377,,,
,,,,704697,,,
,,,,827362,,,
,,,,886848,,,
,,,,990529,,,
,,,,026337,,,
,,,,131152,,,
,,,,191184,,,
,,,,268372,,,
,,,,413163,,,
,,,,550338,,,
,,,,611146,,,
,,,,760860,,,
,,,,882792,,,
,,,,928786,,,
,,,,027687,,,
,,,,143377,,,
,,,,195782,,,
,,,,272906,,,
,,,,424104,,,
,,,,573431,,,
,,,,635191,,,
,,,,778355,,,
,,,,883644,,,
,,,,941891,,,
,,,,034206,,,
,,,,149575,,,
,,,,205181,,,
,,,,318154,,,
,,,,438493,,,
,,,,586180,,,
,,,,652630,,,
,,,,782072,,,
,,,,889440,,,
,,,,944854,,,
,,,,039133,,,
,,,,156404,,,
,,,,211944,,,
,,,,334468,,,
,,,,440546,,,
,,,,588557,,,
,,,,684713,,,
,,,,797250,,,
,,,,899878,,,
,,,,951542,,,
,,,,084405,,,
,,,,157862,,,
,,,,213411,,,
,,,,338864,,,
,,,,443662,,,
,,,,590400,,,
,,,,709101,,,
,,,,811104,,,
,,,,903975,,,
,,,,960850,,,
,,,,093589,,,
,,,,158908,,,
,,,,213692,,,
,,,,342078,,,
,,,,446634,,,
,,,,598770,,,
,,,,714873,,,
,,,,817730,,,
,,,,910577,,,
,,,,961140,,,
,,,,094399,,,
,,,,164114,,,
,,,,220865,,,
,,,,346943,,,
,,,,451826,,,
,,,,598987,,,
,,,,723490,,,
,,,,838064,,,
,,,,915456,,,
,,,,963610,,,
,,,,099196,,,
,,,,176155,,,
,,,,226983,,,
,,,,348426,,,
,,,,476533,,,
,,,,601373,,,
,,,,752063,,,
,,,,840130,,,
,,,,923210,,,
,,,,983931,,,
,,,,122586,,,
,,,,185649,,,
,,,,234143,,,
,,,,356279,,,
,,,,486842,,,
,,,,604139,,,
,,,,755656,,,
,,,,850376,,,
,,,,926366,,,
,,,,998879,,,
,,,,126292,,,
,,,,189488,,,
,,,,254803,,,
,,,,390032,,,
,,,,492745,,,
,,,,604933,,,
,,,,757772,,,
,,,,852300,,,
,,,,928746,,,
,,,,999316,,,
,,,,004814,,,
,,,,088760,,,
,,,,210103,,,
,,,,285089,,,
,,,,375865,,,
,,,,483980,,,
,,,,613028,,,
,,,,715897,,,
,,,,809021,,,
,,,,928591,,,
,,,,050938,,,
,,,,110281,,,
,,,,211211,,,
,,,,288942,,,
,,,,393635,,,
,,,,487218,,,
,,,,629280,,,
,,,,721789,,,
,,,,816393,,,
,,,,934080,,,
,,,,054185,,,
,,,,118240,,,
,,,,220440,,,
,,,,300746,,,
,,,,412041,,,
,,,,489673,,,
,,,,630294,,,
,,,,721998,,,
,,,,834784,,,
,,,,945158,,,
,,,,064416,,,
,,,,118250,,,
,,,,243120,,,
,,,,303524,,,
,,,,430144,,,
,,,,510532,,,
,,,,642324,,,
,,,,730986,,,
,,,,837817,,,
,,,,947056,,,
,,,,071120,,,
,,,,131382,,,
,,,,247623,,,
,,,,314830,,,
,,,,450725,,,
,,,,520013,,,
,,,,644336,,,
,,,,742231,,,
,,,,846958,,,
,,,,950667,,,
,,,,071354,,,
,,,,138899,,,
,,,,247863,,,
,,,,341333,,,
,,,,456172,,,
,,,,536334,,,
,,,,657349,,,
,,,,751217,,,
,,,,881216,,,
,,,,960318,,,
,,,,076844,,,
,,,,161452,,,
,,,,247971,,,
,,,,352266,,,
,,,,457123,,,
,,,,542659,,,
,,,,660182,,,
,,,,770871,,,
,,,,884224,,,
,,,,979755,,,
,,,,079566,,,
,,,,170112,,,
,,,,248323,,,
,,,,363365,,,
,,,,470594,,,
,,,,552793,,,
,,,,679058,,,
,,,,800763,,,
,,,,896497,,,
,,,,980518,,,
,,,,082579,,,
,,,,171039,,,
,,,,259571,,,
,,,,367545,,,
,,,,477358,,,
,,,,560798,,,
,,,,681091,,,
,,,,802858,,,
,,,,921693,,,
,,,,983825,,,
,,,,085671,,,
,,,,205870,,,
,,,,261318,,,
,,,,375248,,,
,,,,481800,,,
,,,,597029,,,
,,,,711214,,,
,,,,807272,,,
,,,,924122,,,
,,,,985462,,,
,,,,412409,,,
,,,,358927,,,
,,,,323352,,,
,,,,737064,,,
,,,,024866,,,
,,,,675400,,,
,,,,479755,,,
,,,,696230,,,
,,,,326768,,,
,,,,714309,,,
,,,,906159,,,
,,,,205267,,,
,,,,082050,,,
,,,,103200,,,
,,,,842094,,,
,,,,959404,,,
,,,,392781,,,
,,,,163034,,,
,,,,295953,,,
,,,,243079,,,
,,,,063486,,,
,,,,624795,,,
,,,,570913,,,
,,,,808483,,,
,,,,106270,,,
,,,,425970,,,
,,,,747580,,,
,,,,616090,,,
,,,,909074,,,
,,,,167270,,,
,,,,349088,,,
,,,,860342,,,
,,,,921121,,,
,,,,497305,,,
,,,,253488,,,
,,,,852872,,,
,,,,456522,,,
,,,,716713,,,
,,,,601682,,,
,,,,137542,,,
,,,,514779,,,
,,,,652907,,,
,,,,198143,,,
,,,,666090,,,
,,,,755316,,,
,,,,888688,,,
,,,,326110,,,
,,,,327564,,,
,,,,022906,,,
,,,,736319,,,
,,,,116145,,,
,,,,807159,,,
,,,,073486,,,
,,,,299809,,,
,,,,482848,,,
,,,,557111,,,
,,,,180775,,,
,,,,421353,,,
,,,,642248,,,
,,,,267440,,,
,,,,636522,,,
,,,,524386,,,
,,,,828571,,,
,,,,191920,,,
,,,,360925,,,
,,,,470291,,,
,,,,730063,,,
,,,,231846,,,
,,,,244432,,,
,,,,886078,,,
,,,,913952,,,
,,,,691530,,,
,,,,353274,,,
,,,,846331,,,
,,,,162412,,,
,,,,017786,,,
,,,,184025,,,
,,,,556254,,,
,,,,812996,,,
,,,,883789,,,
,,,,128224,,,
,,,,874380,,,
,,,,197857,,,
,,,,078851,,,
,,,,711093,,,
,,,,826905,,,
,,,,849754,,,
,,,,654049,,,
,,,,248572,,,
,,,,207159,,,
,,,,073866,,,
,,,,164902,,,
,,,,904186,,,
,,,,329664,,,
,,,,203741,,,
,,,,552630,,,
,,,,916859,,,
,,,,059070,,,
,,,,811267,,,
,,,,602058,,,
,,,,662428,,,
,,,,293762,,,
,,,,935719,,,
,,,,823265,,,
,,,,524440,,,
,,,,099771,,,
,,,,332670,,,
,,,,010841,,,
,,,,482524,,,
,,,,610217,,,
,,,,169419,,,
,,,,862406,,,
,,,,355732,,,
,,,,799306,,,
,,,,154166,,,
,,,,118810,,,
,,,,654913,,,
,,,,018315,,,
,,,,369070,,,
,,,,527732,,,
,,,,505695,,,
,,,,669300,,,
,,,,118643,,,
,,,,012775,,,
,,,,261597,,,
,,,,523754,,,
,,,,595533,,,
,,,,548699,,,
,,,,611160,,,
,,,,033209,,,
,,,,324847,,,
,,,,267503,,,
,,,,929814,,,
,,,,330037,,,
,,,,597086,,,
,,,,981858,,,
,,,,787530,,,
,,,,940584,,,
,,,,991713,,,
,,,,876736,,,
,,,,121037,,,
,,,,546242,,,
,,,,024883,,,
,,,,251535,,,
,,,,388252,,,
,,,,831908,,,
,,,,733330,,,
,,,,714226,,,
,,,,993285,,,
,,,,240286,,,
,,,,615278,,,
,,,,941789,,,
,,,,046146,,,
,,,,152719,,,
,,,,797306,,,
,,,,140491,,,
,,,,997597,,,
,,,,990126,,,
,,,,104426,,,
,,,,765905,,,
,,,,316433,,,
,,,,796434,,,
,,,,358828,,,
,,,,773168,,,
,,,,371571,,,
,,,,994358,,,
,,,,540767,,,
,,,,227843,,,
,,,,790302,,,
,,,,466692,,,
,,,,818149,,,
,,,,476526,,,
,,,,391023,,,
,,,,860890,,,
,,,,161889,,,
,,,,101185,,,
,,,,345967,,,
,,,,785132,,,
,,,,936400,,,
,,,,591150,,,
,,,,129734,,,
,,,,743100,,,
,,,,818565,,,
,,,,431675,,,
,,,,626858,,,
,,,,679750,,,
,,,,559967,,,
,,,,246078,,,
,,,,066781,,,
,,,,382615,,,
,,,,511033,,,
,,,,143146,,,
,,,,332934,,,
,,,,957217,,,
,,,,884810,,,
,,,,718183,,,
,,,,528483,,,
,,,,416435,,,
,,,,004902,,,
,,,,762447,,,
,,,,000961,,,
,,,,131280,,,
,,,,232665,,,
,,,,304384,,,
,,,,415772,,,
,,,,494285,,,
,,,,626174,,,
,,,,706002,,,
,,,,780068,,,
,,,,897528,,,
,,,,001600,,,
,,,,150008,,,
,,,,241193,,,
,,,,309809,,,
,,,,421555,,,
,,,,499027,,,
,,,,637674,,,
,,,,724249,,,
,,,,786212,,,
,,,,903782,,,
,,,,007525,,,
,,,,174915,,,
,,,,257260,,,
,,,,334532,,,
,,,,422507,,,
,,,,501961,,,
,,,,644600,,,
,,,,724413,,,
,,,,796394,,,
,,,,905414,,,
,,,,007553,,,
,,,,176663,,,
,,,,260421,,,
,,,,345883,,,
,,,,432572,,,
,,,,506216,,,
,,,,661093,,,
,,,,724461,,,
,,,,804209,,,
,,,,946307,,,
,,,,031364,,,
,,,,177039,,,
,,,,262410,,,
,,,,358459,,,
,,,,437719,,,
,,,,518077,,,
,,,,677191,,,
,,,,728355,,,
,,,,811176,,,
,,,,950424,,,
,,,,047530,,,
,,,,209240,,,
,,,,270996,,,
,,,,360023,,,
,,,,447241,,,
,,,,529233,,,
,,,,684631,,,
,,,,730678,,,
,,,,811226,,,
,,,,951165,,,
,,,,065428,,,
,,,,217515,,,
,,,,273667,,,
,,,,377351,,,
,,,,458173,,,
,,,,530694,,,
,,,,691955,,,
,,,,755995,,,
,,,,826405,,,
,,,,958110,,,
,,,,066378,,,
,,,,223417,,,
,,,,281611,,,
,,,,379753,,,
,,,,468516,,,
,,,,556222,,,
,,,,693154,,,
,,,,775526,,,
,,,,845280,,,
,,,,967462,,,
,,,,084544,,,
,,,,224267,,,
,,,,291965,,,
,,,,384127,,,
,,,,474085,,,
,,,,583201,,,
,,,,697568,,,
,,,,778587,,,
,,,,858577,,,
,,,,982805,,,
,,,,122352,,,
,,,,224346,,,
,,,,296021,,,
,,,,387033,,,
,,,,478920,,,
,,,,599316,,,
,,,,704231,,,
,,,,779454,,,
,,,,872588,,,
,,,,988137,,,
,,,,001191,,,
,,,,131034,,,
,,,,220632,,,
,,,,330201,,,
,,,,396678,,,
,,,,558715,,,
,,,,654552,,,
,,,,737115,,,
,,,,859972,,,
,,,,943286,,,
,,,,013680,,,
,,,,142652,,,
,,,,223633,,,
,,,,331978,,,
,,,,403202,,,
,,,,567110,,,
,,,,657205,,,
,,,,744337,,,
,,,,860062,,,
,,,,948812,,,
,,,,062139,,,
,,,,152316,,,
,,,,227327,,,
,,,,346723,,,
,,,,475758,,,
,,,,578016,,,
,,,,661758,,,
,,,,753839,,,
,,,,862434,,,
,,,,956849,,,
,,,,079581,,,
,,,,172707,,,
,,,,229142,,,
,,,,356679,,,
,,,,483304,,,
,,,,603590,,,
,,,,674851,,,
,,,,784296,,,
,,,,875276,,,
,,,,963731,,,
,,,,087769,,,
,,,,175457,,,
,,,,272497,,,
,,,,363954,,,
,,,,501320,,,
,,,,604845,,,
,,,,676537,,,
,,,,800075,,,
,,,,878950,,,
,,,,978085,,,
,,,,088763,,,
,,,,178623,,,
,,,,291822,,,
,,,,364895,,,
,,,,514708,,,
,,,,609248,,,
,,,,712568,,,
,,,,804442,,,
,,,,885614,,,
,,,,982062,,,
,,,,091572,,,
,,,,200135,,,
,,,,298142,,,
,,,,365431,,,
,,,,522562,,,
,,,,611494,,,
,,,,732420,,,
,,,,820584,,,
,,,,894886,,,
,,,,982185,,,
,,,,099249,,,
,,,,209477,,,
,,,,321480,,,
,,,,372444,,,
,,,,527567,,,
,,,,629639,,,
,,,,736090,,,
,,,,847791,,,
,,,,914952,,,
,,,,985559,,,
,,,,120215,,,
,,,,214132,,,
,,,,324014,,,
,,,,385359,,,
,,,,548335,,,
,,,,637055,,,
,,,,736143,,,
,,,,851788,,,
,,,,940995,,,
,,,,989474,,,
,,,,129718,,,
,,,,215238,,,
,,,,326945,,,
,,,,396583,,,
,,,,555538,,,
,,,,640745,,,
,,,,737073,,,
